label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.23108822107315063,0.47939062118530273,0.26277393102645874,0.33791983127593994,0.20772701501846313,0.15462499856948853,0.11950474977493286,0.061524927616119385,0.050494879484176636,0.0,0.06121182441711426,0.13095134496688843,0.027151837944984436,0.08718383312225342,0.10837361216545105,0.1505575180053711,0.11724111437797546,0.17752814292907715,0.018674135208129883,0.21667426824569702,0.029333144426345825,0.20775359869003296,0.13272011280059814,0.25905150175094604,0.12297463417053223,0.2566221356391907,0.0027610957622528076,0.30953848361968994,0.04256772994995117,0.3224886655807495,0.13898605108261108,0.35413748025894165,0.13064202666282654,0.34762609004974365,0.0,0.4050333499908447,0.0634084939956665,0.425143301486969,0.13378632068634033,0.4339814782142639,0.12706613540649414,0.4226592779159546
A,0.259453684091568,0.43840476870536804,0.27575406432151794,0.2924221456050873,0.19354909658432007,0.12687191367149353,0.10266909003257751,0.044996678829193115,0.029155641794204712,0.0,0.03823111951351166,0.12101379036903381,0.0,0.07740607857704163,0.09075076878070831,0.12200692296028137,0.10674288868904114,0.152614027261734,0.009492188692092896,0.21373674273490906,0.018420860171318054,0.1921057403087616,0.1298251748085022,0.227895587682724,0.12251192331314087,0.23827937245368958,0.004991084337234497,0.3116319477558136,0.048777878284454346,0.3010525405406952,0.15013986825942993,0.3213360607624054,0.14160189032554626,0.329066663980484,0.013943769037723541,0.4106658399105072,0.07292802631855011,0.39648017287254333,0.14516916871070862,0.3988841474056244,0.13841214776039124,0.4047487676143646
A,0.2665199339389801,0.4496907591819763,0.2709007263183594,0.28384852409362793,0.18360736966133118,0.11837196350097656,0.09373967349529266,0.04098394513130188,0.021323293447494507,0.0,0.026035279035568237,0.13298112154006958,0.0,0.07800137996673584,0.09267410635948181,0.12281322479248047,0.09908868372440338,0.15682148933410645,6.8247318267822266e-06,0.23112303018569946,0.01877276599407196,0.19508183002471924,0.1270463764667511,0.2241877317428589,0.11464519798755646,0.24028074741363525,0.0016640126705169678,0.3315209150314331,0.04819400608539581,0.30097508430480957,0.1468074917793274,0.3119029998779297,0.1360439956188202,0.32652831077575684,0.018012642860412598,0.42772167921066284,0.0827164351940155,0.39679861068725586,0.15133535861968994,0.3917970061302185,0.14199364185333252,0.4006500244140625
A,0.2588510364294052,0.4479796588420868,0.26383624970912933,0.29136350750923157,0.1822405606508255,0.1318802535533905,0.09905751049518585,0.04341968894004822,0.027624934911727905,0.0,0.02866731584072113,0.13825193047523499,0.010193124413490295,0.09284669160842896,0.09507729113101959,0.13373050093650818,0.10126738250255585,0.1658708155155182,7.238984107971191e-05,0.2313428819179535,0.026110589504241943,0.20135429501533508,0.12916962802410126,0.23186799883842468,0.11625562608242035,0.2457384169101715,0.0,0.3301639258861542,0.052893996238708496,0.3054247200489044,0.14721344411373138,0.32012882828712463,0.13612504303455353,0.33389636874198914,0.014271989464759827,0.4262915551662445,0.08173781633377075,0.4014521539211273,0.14906682074069977,0.39608100056648254,0.14049585163593292,0.40284284949302673
A,0.2697291597723961,0.4683213233947754,0.2781486436724663,0.2996969223022461,0.1935054287314415,0.1300176978111267,0.10809560865163803,0.04583218693733215,0.03522597998380661,0.0,0.0346122607588768,0.12736088037490845,0.013485245406627655,0.07021719217300415,0.1074090227484703,0.12201046943664551,0.1163114383816719,0.15807169675827026,0.002277560532093048,0.22287911176681519,0.028495050966739655,0.19182652235031128,0.13715483993291855,0.22957772016525269,0.12968357652425766,0.24751383066177368,0.0,0.32460904121398926,0.06106135994195938,0.30383968353271484,0.15773826092481613,0.32395124435424805,0.14851035922765732,0.33918923139572144,0.013326570391654968,0.42226773500442505,0.08910401910543442,0.40019911527633667,0.15677005797624588,0.4024491310119629,0.14691463857889175,0.41282540559768677
A,0.27647764980793,0.46847498416900635,0.28018634021282196,0.3105989098548889,0.1893143206834793,0.14307087659835815,0.102093905210495,0.056407153606414795,0.029638633131980896,0.0,0.03438950330018997,0.13814234733581543,0.018077880144119263,0.08209067583084106,0.107811838388443,0.1320711374282837,0.11551205813884735,0.16738933324813843,0.0010519325733184814,0.23328644037246704,0.034522078931331635,0.19848626852035522,0.1423058956861496,0.2404724359512329,0.12958289682865143,0.255568265914917,0.0,0.3334205150604248,0.06377741694450378,0.30799680948257446,0.15931357443332672,0.33128976821899414,0.14346982538700104,0.34565311670303345,0.015180297195911407,0.4293920397758484,0.09804168343544006,0.4071587920188904,0.16242869198322296,0.41339653730392456,0.1421307474374771,0.4274391531944275
A,0.25958405435085297,0.4832398593425751,0.2681903690099716,0.31125208735466003,0.1860441416501999,0.1436205804347992,0.10189215838909149,0.05717006325721741,0.03177960216999054,0.0,0.03910991549491882,0.14402267336845398,0.01945793628692627,0.07929727435112,0.10633428394794464,0.12480071187019348,0.12395577132701874,0.16447395086288452,0.003829672932624817,0.235721617937088,0.04158499836921692,0.1942836344242096,0.14444227516651154,0.23584464192390442,0.1394302397966385,0.25683078169822693,0.0,0.3341235816478729,0.06787261366844177,0.30349233746528625,0.15813018381595612,0.3275735676288605,0.14887051284313202,0.3453057110309601,0.013590812683105469,0.428939551115036,0.09389249980449677,0.3987543284893036,0.1578923910856247,0.4052118957042694,0.14570285379886627,0.4203093349933624
A,0.3971435874700546,0.5021530389785767,0.3716750890016556,0.3066815733909607,0.21848273277282715,0.142839252948761,0.0933903157711029,0.06060168147087097,0.0027550160884857178,0.0,0.035602450370788574,0.1956046223640442,0.0,0.11958611011505127,0.10166549682617188,0.14442983269691467,0.10301025211811066,0.20619195699691772,0.010407492518424988,0.32944416999816895,0.028869621455669403,0.25217318534851074,0.17163310945034027,0.2682257294654846,0.14724189043045044,0.30994004011154175,0.025255851447582245,0.4591248035430908,0.08636681735515594,0.3851826786994934,0.21434389054775238,0.3765762448310852,0.18902909755706787,0.41074174642562866,0.062372930347919464,0.5769542455673218,0.15006543695926666,0.49887335300445557,0.23478280007839203,0.4822448492050171,0.21041405200958252,0.5175603628158569
A,0.5181447416543961,0.5884483754634857,0.4854118973016739,0.3522932827472687,0.30651162564754486,0.1269054114818573,0.1341429203748703,0.050224900245666504,0.0,0.0,0.050096675753593445,0.2024560272693634,0.012268900871276855,0.13517668843269348,0.17119087278842926,0.16674461960792542,0.18946771323680878,0.2202741801738739,0.014328047633171082,0.3906303346157074,0.07705007493495941,0.34504005312919617,0.26797913014888763,0.3406822979450226,0.24565763771533966,0.3677493631839752,0.04124593734741211,0.5687399208545685,0.14370481669902802,0.5251026451587677,0.3067546933889389,0.48324957489967346,0.2892415076494217,0.5022314488887787,0.09940177202224731,0.7294669449329376,0.2326190024614334,0.6789312660694122,0.33373425900936127,0.629701167345047,0.3057514876127243,0.6494109928607941
A,0.3521466851234436,0.4930737614631653,0.34221428632736206,0.29850077629089355,0.2167683243751526,0.12841665744781494,0.1079130470752716,0.049956947565078735,0.01944422721862793,0.0,0.030334115028381348,0.18169280886650085,0.023567557334899902,0.08283728361129761,0.12960511445999146,0.11874917149543762,0.14170125126838684,0.1660211682319641,0.0,0.29407620429992676,0.05534321069717407,0.20830398797988892,0.1812637448310852,0.23652589321136475,0.17449823021888733,0.2697640061378479,0.01147046685218811,0.4036993980407715,0.10435596108436584,0.32411253452301025,0.21567285060882568,0.3412424921989441,0.2046489119529724,0.37147098779678345,0.04488193988800049,0.50140780210495,0.14690229296684265,0.4299691915512085,0.22236990928649902,0.43324846029281616,0.20927712321281433,0.4614711403846741
A,0.3058236241340637,0.4686657190322876,0.2949085831642151,0.28235703706741333,0.17927038669586182,0.12305983901023865,0.08279922604560852,0.050423622131347656,0.006691604852676392,0.0,0.02447447180747986,0.1696096956729889,0.006426125764846802,0.069888174533844,0.10288059711456299,0.10839146375656128,0.11810946464538574,0.14811980724334717,0.0,0.2637261748313904,0.031733542680740356,0.167121022939682,0.1432589292526245,0.20341145992279053,0.13985872268676758,0.23512369394302368,0.008035600185394287,0.35450035333633423,0.07755354046821594,0.26860982179641724,0.1755041480064392,0.29215705394744873,0.16533559560775757,0.32139039039611816,0.03467199206352234,0.43448585271835327,0.11840268969535828,0.3588091731071472,0.1846003234386444,0.37038856744766235,0.17134344577789307,0.40232545137405396
A,0.03451511263847351,0.4177006483078003,0.13361606001853943,0.36990803480148315,0.21696579456329346,0.23849564790725708,0.26029616594314575,0.11451011896133423,0.2713848948478699,0.012036681175231934,0.18756720423698425,0.10567522048950195,0.20931455492973328,0.0,0.20118188858032227,0.09731847047805786,0.19081386923789978,0.1368282437324524,0.12818697094917297,0.10494592785835266,0.14844173192977905,0.04265952110290527,0.14723488688468933,0.16977503895759583,0.13962918519973755,0.1888253092765808,0.06582346558570862,0.11721909046173096,0.08655822277069092,0.09377935528755188,0.08958277106285095,0.22151082754135132,0.08144518733024597,0.24088436365127563,0.0,0.1376408338546753,0.02940244972705841,0.11721578240394592,0.039320528507232666,0.2089427411556244,0.03158317506313324,0.23504137992858887
A,0.029887229204177856,0.4136362671852112,0.1285063922405243,0.374372661113739,0.21595194935798645,0.24222499132156372,0.2630937993526459,0.11682471632957458,0.2786451280117035,0.01499512791633606,0.19051817059516907,0.10893681645393372,0.21232393383979797,0.0,0.20652860403060913,0.08535999059677124,0.1967032253742218,0.12486544251441956,0.13035300374031067,0.10579368472099304,0.15000951290130615,0.04691636562347412,0.14889031648635864,0.17200767993927002,0.14184439182281494,0.19064360857009888,0.06714171171188354,0.11607947945594788,0.08587726950645447,0.0947980284690857,0.08835285902023315,0.22303909063339233,0.08134648203849792,0.24188733100891113,0.0,0.13392981886863708,0.028250008821487427,0.11894634366035461,0.03705233335494995,0.21188169717788696,0.030407845973968506,0.2367391586303711
A,0.03472056984901428,0.42149674892425537,0.13480958342552185,0.38416022062301636,0.2218206822872162,0.24797886610031128,0.26523444056510925,0.11410307884216309,0.282480388879776,0.008648335933685303,0.19767725467681885,0.11403089761734009,0.2151142954826355,0.0,0.20699205994606018,0.09098941087722778,0.19648224115371704,0.13206732273101807,0.13407698273658752,0.10963425040245056,0.14945706725120544,0.05273550748825073,0.14696651697158813,0.18296831846237183,0.1406237781047821,0.19662421941757202,0.0688805878162384,0.11966052651405334,0.0845673680305481,0.09867531061172485,0.08663508296012878,0.22939270734786987,0.08130648732185364,0.2424275279045105,0.0,0.13673967123031616,0.02622780203819275,0.12483382225036621,0.03542855381965637,0.21909946203231812,0.030596405267715454,0.23878973722457886
A,0.031321942806243896,0.42382490634918213,0.13609740138053894,0.3858857750892639,0.2269774079322815,0.25057506561279297,0.26866447925567627,0.11061006784439087,0.29216140508651733,0.0031239092350006104,0.2022835910320282,0.113546222448349,0.22372305393218994,0.0,0.20851820707321167,0.09765887260437012,0.19659939408302307,0.1391398012638092,0.13705140352249146,0.10871121287345886,0.1537565290927887,0.04875093698501587,0.14597219228744507,0.18159198760986328,0.13972404599189758,0.19701889157295227,0.07047292590141296,0.11821544170379639,0.08636593818664551,0.09460419416427612,0.08499899506568909,0.22757583856582642,0.0802564024925232,0.24304616451263428,0.0,0.13559174537658691,0.025797665119171143,0.11935454607009888,0.03460538387298584,0.21610435843467712,0.031148433685302734,0.2387760579586029
A,0.06337589025497437,0.47184470295906067,0.1572134792804718,0.42438390851020813,0.2286149561405182,0.2673113942146301,0.2410614788532257,0.11004447937011719,0.24663081765174866,0.0,0.1942821443080902,0.14454865455627441,0.18599486351013184,0.022040605545043945,0.1785927414894104,0.11569929122924805,0.17857226729393005,0.15688923001289368,0.12727513909339905,0.15635967254638672,0.11939004063606262,0.08166402578353882,0.12787362933158875,0.2150055170059204,0.1323091983795166,0.23001328110694885,0.0652891993522644,0.1814112663269043,0.0581279993057251,0.13964080810546875,0.07381007075309753,0.27543479204177856,0.07993927597999573,0.2914508581161499,0.0,0.21386224031448364,0.004384845495223999,0.17391642928123474,0.023086994886398315,0.27273204922676086,0.02863466739654541,0.29737159609794617
A,0.0960862934589386,0.49037614464759827,0.18449312448501587,0.44165703654289246,0.24021321535110474,0.269848108291626,0.23396050930023193,0.10979193449020386,0.22697937488555908,0.0,0.18655478954315186,0.14456090331077576,0.16123709082603455,0.03283163905143738,0.16648253798484802,0.13691496849060059,0.17157018184661865,0.18053442239761353,0.12171271443367004,0.16988906264305115,0.09745922684669495,0.11239171028137207,0.12737995386123657,0.24347645044326782,0.13743561506271362,0.2522953450679779,0.06419548392295837,0.2055891752243042,0.04437151551246643,0.1816587746143341,0.08215534687042236,0.30802229046821594,0.0951458215713501,0.3148612082004547,0.0052422285079956055,0.2476484477519989,0.0,0.23323336243629456,0.03315913677215576,0.3262326419353485,0.04575604200363159,0.3417187035083771
A,0.0,0.27420878410339355,0.1044645607471466,0.32125324010849,0.23634406924247742,0.2920075058937073,0.33787867426872253,0.24140989780426025,0.4105513393878937,0.18615370988845825,0.2873654067516327,0.15751707553863525,0.35736992955207825,0.10746470093727112,0.3005930483341217,0.16962361335754395,0.2639226019382477,0.18720194697380066,0.24208161234855652,0.09130927920341492,0.27139315009117126,0.07294705510139465,0.20432770252227783,0.1708832085132599,0.19214627146720886,0.17699548602104187,0.18441146612167358,0.04131248593330383,0.19742301106452942,0.042864203453063965,0.14209586381912231,0.14628612995147705,0.13298532366752625,0.1585167944431305,0.12017253041267395,0.0,0.13394397497177124,0.014378219842910767,0.10141852498054504,0.09440875053405762,0.0899142324924469,0.10898667573928833
A,0.0,0.3324606120586395,0.09340043365955353,0.32474276423454285,0.1991712599992752,0.23532971739768982,0.2596830576658249,0.12326064705848694,0.29961638152599335,0.033765047788619995,0.1974230259656906,0.09894758462905884,0.23265458643436432,0.0,0.2007364183664322,0.08841410279273987,0.1857437938451767,0.12410888075828552,0.13547660410404205,0.07783782482147217,0.15814416110515594,0.016545087099075317,0.1276320368051529,0.13683214783668518,0.1197979599237442,0.1539146602153778,0.0728423148393631,0.07010969519615173,0.0848643034696579,0.0387532114982605,0.06211034953594208,0.1603507399559021,0.058970674872398376,0.1783057451248169,0.006775274872779846,0.06568914651870728,0.02446676790714264,0.04667001962661743,0.018033966422080994,0.1357707381248474,0.01564057171344757,0.15918192267417908
A,0.10678938031196594,0.47706742584705353,0.19319692254066467,0.41707535088062286,0.23433610796928406,0.24500919878482819,0.2165268361568451,0.09603489935398102,0.1936202347278595,0.0,0.15875715017318726,0.13049133121967316,0.1363247036933899,0.027087077498435974,0.1527792513370514,0.1279812604188919,0.15617138147354126,0.1678284853696823,0.10012990236282349,0.16737739741802216,0.08284765481948853,0.11291100084781647,0.1237175464630127,0.22951377928256989,0.12953275442123413,0.23859326541423798,0.05040597915649414,0.2155662328004837,0.04068326950073242,0.18598665297031403,0.08764573931694031,0.2965235561132431,0.09509792923927307,0.3080056458711624,0.0,0.27114565670490265,0.005617618560791016,0.25143004953861237,0.045926064252853394,0.3282250314950943,0.05609479546546936,0.34388531744480133
