label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
C,0.3088316023349762,0.42853981256484985,-5.627267682939419e-07,0.19764915108680725,0.3847419023513794,0.01373661682009697,0.12724867463111877,0.3107736110687256,0.0032298124860972166,0.060439467430114746,0.2738311290740967,-0.01794685609638691,0.0,0.24538171291351318,-0.03775151073932648,0.2388201653957367,0.10608163475990295,0.035760264843702316,0.15979471802711487,0.02125859260559082,0.009550835937261581,0.09065094590187073,0.008073985576629639,-0.01878475770354271,0.0356234610080719,0.02218770980834961,-0.035934869199991226,0.25644388794898987,0.10037386417388916,0.00872265174984932,0.15305793285369873,0.004585921764373779,-0.011543501168489456,0.07853350043296814,0.003495246171951294,-0.03320319950580597,0.027871757745742798,0.027068644762039185,-0.04759752005338669,0.254484623670578,0.11416041851043701,-0.02260272204875946,0.15488201379776,0.010018527507781982,-0.040475472807884216,0.07672244310379028,0.0,-0.049061648547649384,0.021783024072647095,0.017800599336624146,-0.0529853031039238,0.22778484225273132,0.1455274224281311,-0.05422191694378853,0.1449752151966095,0.055174827575683594,-0.06688042730093002,0.08397147059440613,0.02424776554107666,-0.06862135231494904,0.0354464054107666,0.020087897777557373,-0.06770163774490356
C,0.30692073702812195,0.43314653635025024,-5.491759225151327e-07,0.19547829031944275,0.38796287775039673,0.009738427586853504,0.12435773015022278,0.31662893295288086,-0.002730421256273985,0.05862855911254883,0.2791021466255188,-0.024839654564857483,0.0,0.24657994508743286,-0.04572483152151108,0.2445589005947113,0.10827642679214478,0.02728991024196148,0.1630096137523651,0.022720396518707275,-8.630939555587247e-05,0.09172433614730835,0.007985234260559082,-0.02831966243684292,0.03351646661758423,0.018489480018615723,-0.04562533646821976,0.25901487469673157,0.10502734780311584,0.002362271072342992,0.15798655152320862,0.005852878093719482,-0.01935378462076187,0.08219200372695923,0.002705812454223633,-0.04125383496284485,0.02786073088645935,0.025024056434631348,-0.05604260414838791,0.2518416941165924,0.12231117486953735,-0.02646450884640217,0.15665608644485474,0.013618290424346924,-0.04615294188261032,0.07689747214317322,0.0,-0.0559593066573143,0.01675429940223694,0.013073384761810303,-0.06078745797276497,0.21964618563652039,0.15750211477279663,-0.055542681366205215,0.14098039269447327,0.06494492292404175,-0.07081901282072067,0.0809934139251709,0.030278921127319336,-0.07463985681533813,0.030835121870040894,0.020798683166503906,-0.07496844232082367
C,0.31280601024627686,0.43199118971824646,-5.844076440553181e-07,0.19858193397521973,0.3890552222728729,0.008606348186731339,0.12666818499565125,0.3158470690250397,-0.004504041746258736,0.060234129428863525,0.27777525782585144,-0.027480829507112503,0.0,0.24392178654670715,-0.04917999356985092,0.24429500102996826,0.1009553074836731,0.027560826390981674,0.1625579595565796,0.015342265367507935,-0.00269532622769475,0.0898815393447876,0.006549030542373657,-0.03370148316025734,0.03285640478134155,0.02514827251434326,-0.05253342166543007,0.26006847620010376,0.09820905327796936,0.0021497532725334167,0.15706387162208557,0.0,-0.02141869254410267,0.07990962266921997,0.0015124678611755371,-0.0455719493329525,0.0275212824344635,0.02960681915283203,-0.06183876469731331,0.2552708387374878,0.11688125133514404,-0.02765868604183197,0.1581445038318634,0.008436262607574463,-0.04931509494781494,0.07679277658462524,0.0006553232669830322,-0.06099312752485275,0.01787787675857544,0.02015957236289978,-0.06689175963401794,0.2261480689048767,0.15483877062797546,-0.05788404867053032,0.1458066701889038,0.061903953552246094,-0.07482853531837463,0.08481097221374512,0.030768662691116333,-0.07988908141851425,0.03475591540336609,0.02520129084587097,-0.08095762878656387
C,0.31601476669311523,0.4328615069389343,-5.781721483799629e-07,0.1996658444404602,0.38618987798690796,0.011898243799805641,0.1273118257522583,0.31359249353408813,-0.00020777402096427977,0.06011313199996948,0.2760031819343567,-0.022956106811761856,0.0,0.24185675382614136,-0.04474073648452759,0.24515753984451294,0.1000525951385498,0.03313613682985306,0.16402089595794678,0.0168495774269104,0.004826812539249659,0.09254109859466553,0.005712002515792847,-0.026158828288316727,0.034194767475128174,0.020416736602783203,-0.045682668685913086,0.260830819606781,0.09741729497909546,0.0060480800457298756,0.15692266821861267,0.0014086365699768066,-0.01652265153825283,0.08062732219696045,0.0,-0.04193317890167236,0.02694004774093628,0.02662724256515503,-0.05968129262328148,0.25586968660354614,0.11586004495620728,-0.025197505950927734,0.15794533491134644,0.010547667741775513,-0.0449962317943573,0.07794135808944702,0.00042307376861572266,-0.05703382566571236,0.01848047971725464,0.018139779567718506,-0.06387951970100403,0.2274220585823059,0.15345513820648193,-0.05671130493283272,0.1471577286720276,0.06217473745346069,-0.07158790528774261,0.08674854040145874,0.029158413410186768,-0.07632402330636978,0.03564131259918213,0.021922796964645386,-0.07781915366649628
C,0.3143311142921448,0.4290510416030884,-5.735032573284116e-07,0.19838744401931763,0.38333648443222046,0.012792176567018032,0.1257639229297638,0.31337982416152954,0.0008818359929136932,0.05930599570274353,0.27644914388656616,-0.02203654684126377,0.0,0.24134552478790283,-0.04394201561808586,0.23950576782226562,0.09996587038040161,0.034968260675668716,0.15883874893188477,0.017075002193450928,0.007351510692387819,0.08799779415130615,0.007528752088546753,-0.02274170331656933,0.030641913414001465,0.023531317710876465,-0.04147323593497276,0.2553550601005554,0.0965912938117981,0.007365562487393618,0.151930570602417,0.0,-0.014151337556540966,0.07568985223770142,0.0009337663650512695,-0.03815148025751114,0.022479474544525146,0.029094815254211426,-0.054720938205718994,0.25014299154281616,0.11380237340927124,-0.024494541808962822,0.15194198489189148,0.007607847452163696,-0.04330530762672424,0.0725286602973938,0.00045222043991088867,-0.053974103182554245,0.014108479022979736,0.02116069197654724,-0.059877704828977585,0.22124356031417847,0.1500241756439209,-0.05663643404841423,0.14053404331207275,0.05846595764160156,-0.07034648954868317,0.08123096823692322,0.028223276138305664,-0.07378923147916794,0.0312650203704834,0.024174660444259644,-0.07437770813703537
C,0.31438010931015015,0.42957019805908203,-5.708133699044993e-07,0.19915658235549927,0.38225388526916504,0.012511173263192177,0.12684878706932068,0.3121027946472168,-0.0001468049013055861,0.059988707304000854,0.27564990520477295,-0.023753440007567406,0.0,0.24156087636947632,-0.04614165425300598,0.24297678470611572,0.100047767162323,0.0335986502468586,0.16026991605758667,0.01615816354751587,0.004988252650946379,0.08845239877700806,0.008488684892654419,-0.02584799751639366,0.030964136123657227,0.026710450649261475,-0.04488726705312729,0.2579880952835083,0.09698468446731567,0.006330080796033144,0.15280339121818542,0.0,-0.016355320811271667,0.07567214965820312,0.0029733479022979736,-0.041295088827610016,0.022481203079223633,0.03212285041809082,-0.058364082127809525,0.25197917222976685,0.11476802825927734,-0.02498900517821312,0.1532297134399414,0.007721304893493652,-0.04415163770318031,0.07310405373573303,0.0020918846130371094,-0.05484740063548088,0.014634788036346436,0.02368229627609253,-0.06059248000383377,0.2223309874534607,0.15186947584152222,-0.05655820295214653,0.1435335874557495,0.05859142541885376,-0.07006482034921646,0.08338570594787598,0.02831709384918213,-0.07313092797994614,0.033151447772979736,0.025587856769561768,-0.07334144413471222
C,0.3121511936187744,0.4302608370780945,-5.533508442567836e-07,0.19858473539352417,0.38630610704421997,0.005498167127370834,0.12641555070877075,0.31407231092453003,-0.009096521884202957,0.06025075912475586,0.2757865786552429,-0.033048029989004135,0.0,0.24254286289215088,-0.05504688620567322,0.2353253960609436,0.1046588122844696,0.026031143963336945,0.15989863872528076,0.014992207288742065,-0.0063534146174788475,0.08853518962860107,0.006232112646102905,-0.03952774405479431,0.03316366672515869,0.02681368589401245,-0.05948786810040474,0.25203853845596313,0.10102900862693787,0.002062429441139102,0.15346354246139526,0.0,-0.023140963166952133,0.07496440410614014,0.0012203454971313477,-0.04849650338292122,0.023806214332580566,0.030364513397216797,-0.0655079260468483,0.25030893087387085,0.11762073636054993,-0.026807093992829323,0.15705129504203796,0.007075488567352295,-0.04843073710799217,0.0749657154083252,0.000536501407623291,-0.060326434671878815,0.01809370517730713,0.023085355758666992,-0.06645190715789795,0.22659051418304443,0.15446579456329346,-0.0566411130130291,0.15412846207618713,0.057759642601013184,-0.07176521420478821,0.0940762460231781,0.03013870120048523,-0.07573217153549194,0.04544767737388611,0.03227907419204712,-0.07644619792699814
C,0.3117433190345764,0.4317842125892639,-5.526920290321868e-07,0.1964591145515442,0.3866303563117981,0.009048204869031906,0.12492787837982178,0.3146750330924988,-0.004529324825853109,0.05897223949432373,0.2779582142829895,-0.028473790735006332,0.0,0.24429988861083984,-0.05065498128533363,0.23555725812911987,0.10528069734573364,0.03102433681488037,0.16004490852355957,0.013373523950576782,-0.0005758110200986266,0.0881466269493103,0.007516682147979736,-0.03400712460279465,0.03135371208190918,0.031474292278289795,-0.054042741656303406,0.25176572799682617,0.10251730680465698,0.005484967026859522,0.15264436602592468,0.0,-0.018998729065060616,0.07326531410217285,0.0030199289321899414,-0.04560936987400055,0.020954787731170654,0.03436961770057678,-0.06355898082256317,0.2487252950668335,0.11950233578681946,-0.02458181232213974,0.15555191040039062,0.006500363349914551,-0.044681351631879807,0.07389169931411743,0.001967787742614746,-0.056275006383657455,0.017108529806137085,0.027022510766983032,-0.06234658509492874,0.2233303189277649,0.1553921103477478,-0.055358048528432846,0.15146031975746155,0.05507001280784607,-0.06870482116937637,0.09137153625488281,0.029078572988510132,-0.07119490951299667,0.04256269335746765,0.03497791290283203,-0.07085829973220825
C,0.3076469600200653,0.43328070640563965,-5.583938218478579e-07,0.19504711031913757,0.3907981514930725,0.004253876395523548,0.12393006682395935,0.315807044506073,-0.008361676707863808,0.05902987718582153,0.27598875761032104,-0.03074597753584385,0.0,0.24459677934646606,-0.05090382322669029,0.2276148498058319,0.10705584287643433,0.032038651406764984,0.15784209966659546,0.013403058052062988,-0.0006598882027901709,0.08819770812988281,0.00513380765914917,-0.034585971385240555,0.03436318039894104,0.028475582599639893,-0.05460519716143608,0.24512621760368347,0.10163086652755737,0.00874690618366003,0.15398108959197998,0.0,-0.016900017857551575,0.07708385586738586,0.0020298361778259277,-0.04327020421624184,0.026071220636367798,0.031887322664260864,-0.06008484587073326,0.24694833159446716,0.11511588096618652,-0.020296216011047363,0.15895873308181763,0.0068832337856292725,-0.04218114912509918,0.07810762524604797,0.002086818218231201,-0.05524377152323723,0.021115392446517944,0.025092899799346924,-0.06146281212568283,0.22865000367164612,0.14896047115325928,-0.05075104534626007,0.1591726541519165,0.05559968948364258,-0.06532391160726547,0.09955376386642456,0.030097365379333496,-0.06984937191009521,0.05071952939033508,0.0333709716796875,-0.07071458548307419
C,0.31247979402542114,0.429940402507782,-5.518844545804313e-07,0.19572770595550537,0.38529878854751587,0.009379320777952671,0.1253087818622589,0.3131595849990845,-0.0028190473094582558,0.059358179569244385,0.2758141756057739,-0.0255795419216156,0.0,0.24182480573654175,-0.04652271047234535,0.23408907651901245,0.10551893711090088,0.03554004058241844,0.1586228907108307,0.014132291078567505,0.007387096527963877,0.08840310573577881,0.007661104202270508,-0.023756418377161026,0.033524125814437866,0.029856562614440918,-0.04287036508321762,0.25167638063430786,0.10080379247665405,0.010263527743518353,0.15262585878372192,0.0,-0.012212141416966915,0.07370781898498535,0.002986222505569458,-0.0381687693297863,0.021415114402770996,0.03401994705200195,-0.055724430829286575,0.2501963973045349,0.11577674746513367,-0.019667118787765503,0.15590709447860718,0.005361646413803101,-0.03832533583045006,0.07482004165649414,0.0014838576316833496,-0.049515943974256516,0.018393009901046753,0.02697339653968811,-0.05551975592970848,0.22660350799560547,0.1488933563232422,-0.050422001630067825,0.1541840136051178,0.050766170024871826,-0.06317740678787231,0.0944490134716034,0.025883793830871582,-0.06560961157083511,0.0457935631275177,0.03204137086868286,-0.06539525836706161
